time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-08T11:59:25.311Z,-0.417,-19.8913,10,6.2,mww,,35,9.28,0.41,us,us7000gj2g,2022-08-06T11:12:45.386Z,central Mid-Atlantic Ridge,earthquake,8.2,1.8,0.062,25,reviewed,us,us
2022-02-04T20:25:09.549Z,-48.033,99.4949,10,6.3,mww,,41,18.979,0.62,us,us7000gi25,2022-04-15T17:57:23.040Z,southeast Indian Ridge,earthquake,8.9,1.7,0.045,47,reviewed,us,us
2022-02-03T15:58:57.367Z,-4.4661,-76.9283,110,6.5,mww,,22,3.026,0.72,us,us7000ghm5,2022-04-15T17:57:16.040Z,"49 km NW of Barranca, Peru",earthquake,6.6,1.8,0.059,28,reviewed,us,us
2022-02-01T19:25:10.031Z,-7.483,128.3132,119,6,mww,,14,3,0.8,us,us7000gh1g,2022-04-15T17:57:11.040Z,"184 km NE of Lospalos, Timor Leste",earthquake,4.3,1.8,0.047,43,reviewed,us,us
2022-01-29T02:46:39.588Z,-29.5642,-176.7217,8,6.5,mww,,57,1.088,1.3,us,us7000gg3w,2022-04-15T17:57:01.040Z,Kermadec Islands region,earthquake,9.5,1.8,0.048,41,reviewed,us,us
2022-01-28T11:14:09.293Z,5.4966,-82.5844,8,6,mww,,57,3.277,0.46,us,us7000gfti,2022-08-21T19:47:32.328Z,"281 km SW of Arenas, Panama",earthquake,5.5,1.6,0.031,102,reviewed,us,us
2022-01-27T06:40:05.543Z,-19.0992,-176.3135,6.2,6.2,mww,,45,5.069,0.51,us,us7000gfhb,2022-04-09T20:19:09.040Z,"220 km WNW of Pangai, Tonga",earthquake,8.9,3.5,0.059,28,reviewed,us,us
2022-01-25T01:24:33.513Z,-55.3696,-28.7839,11,6,mww,,27,4.586,0.84,us,us7000gery,2022-08-06T12:50:08.300Z,South Sandwich Islands region,earthquake,9.4,1.7,0.055,32,reviewed,us,us
2022-01-22T05:17:04.896Z,53.2402,-166.682,29,6.2,mww,,95,0.566,0.94,us,us7000ge5q,2023-01-22T05:27:05.768Z,"71 km S of Unalaska, Alaska",earthquake,4.7,1.9,0.038,68,reviewed,us,us
2022-01-22T02:26:13.323Z,3.6724,126.6596,21,6,mww,,34,2.966,0.96,us,us7000ge38,2022-04-09T20:18:46.040Z,"232 km SE of Sarangani, Philippines",earthquake,6,1.8,0.048,42,reviewed,us,us
2022-01-21T16:08:37.210Z,32.7282,132.0386,39,6.3,mww,,25,1.813,1.11,us,us7000gdwz,2023-02-10T15:51:03.910Z,"27 km SSE of Saiki, Japan",earthquake,5.8,1.9,0.073,18,reviewed,us,us
2022-01-16T12:52:08.025Z,-6.4492,154.8224,379,6.1,mww,,20,3.469,0.66,us,us7000gcfv,2022-04-01T17:40:13.040Z,"74 km WSW of Panguna, Papua New Guinea",earthquake,8.8,2,0.042,54,reviewed,us,us
2022-01-14T09:05:41.461Z,-6.86,105.2887,33,6.6,mww,,22,2.418,0.54,us,us7000gbu4,2023-06-19T04:41:11.580Z,"80 km SW of Labuan, Indonesia",earthquake,3.5,1.7,0.063,24,reviewed,us,us
2022-01-11T12:39:32.454Z,52.5791,-168.3275,19,6.6,mww,,49,0.507,0.52,us,us7000gawk,2023-12-28T04:33:55.254Z,"53 km SE of Nikolski, Alaska",earthquake,4,1.7,0.058,29,reviewed,us,us
2022-01-11T11:35:43.674Z,52.3415,-167.7554,20,6.8,mww,,61,0.92,0.56,us,us7000gavu,2023-12-28T04:35:56.061Z,"100 km SE of Nikolski, Alaska",earthquake,4.2,1.8,0.051,37,reviewed,us,us
2022-01-11T01:07:48.064Z,35.2267,31.9435,21,6.6,mww,,21,1.168,0.71,us,us7000gaqu,2022-06-08T04:06:23.087Z,"48 km WNW of Pólis, Cyprus",earthquake,4.8,1.7,0.045,47,reviewed,us,us
2022-01-10T00:06:30.834Z,-33.7823,179.574,7,6.2,mww,,55,4.892,1.21,us,us7000gag3,2022-08-06T14:41:57.275Z,south of the Kermadec Islands,earthquake,8.1,1.7,0.042,54,reviewed,us,us
2022-01-07T17:45:30.809Z,37.8283,101.29,13,6.6,mww,,13,2.685,0.69,us,us7000g9zq,2022-05-20T05:35:37.367Z,"northern Qinghai, China",earthquake,7,1.7,0.08,15,reviewed,us,us
2022-01-06T16:25:05.973Z,11.9367,-87.1371,17,6.1,mww,,43,0.732,1.24,us,us7000g9nb,2022-04-21T08:02:25.242Z,near the coast of Nicaragua,earthquake,4.9,1.7,0.034,81,reviewed,us,us
2022-01-04T20:55:46.858Z,-4.8065,125.0808,544,6,mww,,10,4.393,0.99,us,us7000g90c,2022-03-12T22:19:07.040Z,"284 km E of Katabu, Indonesia",earthquake,7.5,1.9,0.048,42,reviewed,us,us
2022-01-03T09:46:35.767Z,24.0079,122.2592,19,6.2,mww,,66,0.629,0.9,us,us7000g8n3,2022-12-15T04:25:35.010Z,"66 km E of Hualien City, Taiwan",earthquake,4.4,1.7,0.053,34,reviewed,us,us
2022-01-03T02:09:44.647Z,-13.1864,166.8148,104,6,mww,,33,2.278,1.18,us,us7000g8kq,2022-03-12T22:19:02.040Z,"110 km NW of Sola, Vanuatu",earthquake,8.9,1.8,0.053,34,reviewed,us,us
2021-12-26T15:42:57.107Z,-18.1104,-179.352,639.16,6.1,mww,,33,2.497,0.87,us,us6000gfgd,2022-03-05T23:10:42.040Z,"141 km E of Levuka, Fiji",earthquake,8.7,2.7,0.046,45,reviewed,us,us
2021-12-22T23:22:58.013Z,18.8369,-107.0706,10,6,mww,,93,2.249,0.89,us,us6000gepm,2022-11-03T22:55:22.802Z,"213 km SW of La Cruz de Loreto, Mexico",earthquake,6.6,1.6,0.039,63,reviewed,us,us
2021-12-20T20:10:31.310Z,40.3901667,-124.298,27.04,6.2,mw,33,170,0.06557,0.13,nc,nc73666231,2022-12-30T01:11:35.632Z,"7km N of Petrolia, CA",earthquake,0.46,0.34,,0,reviewed,nc,nc
2021-12-19T16:28:22.616Z,-16.3139,178.5777,10,6.2,mww,,45,1.509,0.64,us,us6000gdma,2022-03-01T16:37:59.040Z,"85 km W of Labasa, Fiji",earthquake,7.6,1.8,0.041,57,reviewed,us,us
2021-12-18T20:05:45.111Z,-47.1259,33.5085,10,6,mww,,30,12.604,0.56,us,us6000gdgn,2022-03-01T16:37:39.040Z,Prince Edward Islands region,earthquake,9.5,1.7,0.058,29,reviewed,us,us
2021-12-16T21:14:46.611Z,-60.1754,-23.8375,15,6,mww,,45,9.042,0.8,us,us6000gcxa,2022-02-24T21:02:05.040Z,South Sandwich Islands region,earthquake,8.7,1.7,0.052,36,reviewed,us,us
2021-12-12T08:58:07.352Z,-60.7956,154.1393,10,6.6,mww,,122,6.821,0.58,us,us6000gbls,2022-02-24T21:00:12.040Z,west of Macquarie Island,earthquake,11.8,1.9,0.083,14,reviewed,us,us
2021-12-09T02:05:07.684Z,29.4132,129.3846,7,6,mww,,19,2.283,0.66,us,us6000gaq5,2022-02-12T23:07:06.040Z,"116 km N of Naze, Japan",earthquake,5.8,1.7,0.055,32,reviewed,us,us
2021-12-04T23:47:55.581Z,4.0932,128.1359,149,6,mww,,10,3.387,1.04,us,us6000g944,2022-02-12T23:05:55.040Z,"261 km N of Tobelo, Indonesia",earthquake,6.5,1.8,0.045,47,reviewed,us,us
2021-12-03T08:33:38.512Z,-60.4652,-27.1401,7.03,6,mww,,54,8.66,0.65,us,us6000g8nd,2022-02-12T23:05:42.040Z,South Sandwich Islands region,earthquake,10.3,3.8,0.06,27,reviewed,us,us
2021-12-03T04:40:05.063Z,-28.4823,-112.0255,10,6.1,mww,,51,2.645,1.17,us,us6000g8md,2022-02-12T23:05:42.040Z,"295 km WSW of Hanga Roa, Chile",earthquake,9.8,1.7,0.039,62,reviewed,us,us
2021-11-30T10:37:35.539Z,-3.6249,151.3524,10,6.1,mww,,68,0.985,0.59,us,us6000g8te,2022-02-05T23:04:01.040Z,"110 km NW of Rabaul, Papua New Guinea",earthquake,8.1,1.8,0.093,11,reviewed,us,us
2021-11-30T10:36:18.077Z,-3.5226,151.1847,10,6.3,mww,,27,1.181,0.53,us,us6000g7v8,2022-02-05T23:03:30.040Z,"113 km SSE of Kavieng, Papua New Guinea",earthquake,6.6,1.8,0.05,38,reviewed,us,us
2021-11-29T12:40:44.400Z,31.196,142.5026,11,6.3,mww,,35,2.976,0.75,us,us7000fxyq,2022-02-05T23:04:33.040Z,,earthquake,8,1.8,0.037,71,reviewed,us,us
2021-11-25T23:45:41.752Z,22.8232,93.5061,43,6.2,mww,,21,1.726,0.88,us,us7000fx45,2022-09-30T05:55:20.796Z,"20 km WSW of Falam, Myanmar",earthquake,5.4,3.7,0.08,15,reviewed,us,us
2021-11-25T12:04:05.721Z,-10.7451,166.5074,10,6.1,mww,,38,4.722,0.93,us,us7000fwzz,2022-08-06T18:43:12.195Z,"77 km E of Lata, Solomon Islands",earthquake,6.6,1.7,0.062,25,reviewed,us,us
2021-11-18T14:08:04.800Z,-5.3122,153.7074,34,6.2,mww,,17,1.899,1.12,us,us7000fv37,2022-01-22T20:52:02.040Z,"192 km SE of Kokopo, Papua New Guinea",earthquake,7.1,1.8,0.093,11,reviewed,us,us
2021-11-15T04:23:30.468Z,-37.5124,51.2613,10,6,mww,,19,8.922,0.88,us,us7000fu61,2022-01-22T20:51:53.040Z,South Indian Ocean,earthquake,8,1.2,0.05,39,reviewed,us,us
2021-11-14T12:08:38.812Z,27.7266,56.0716,10,6.4,mwb,,52,2.772,0.9,us,us7000fu12,2022-07-01T23:37:15.394Z,"63 km NNW of Bandar Abbas, Iran",earthquake,7.4,1.8,0.029,118,reviewed,us,us
2021-11-14T12:07:03.595Z,27.7158,56.0743,9,6,mwb,,32,2.761,0.75,us,us7000fu0x,2022-01-22T20:51:51.040Z,"62 km NNW of Bandar Abbas, Iran",earthquake,7.3,1.8,0.031,98,reviewed,us,us
2021-11-10T17:46:40.379Z,-4.3244,134.1805,10,6,mww,,22,2.38,0.85,us,us7000ft0f,2022-01-15T20:51:45.040Z,"181 km SW of Nabire, Indonesia",earthquake,6.1,1.7,0.049,40,reviewed,us,us
2021-11-10T15:45:13.652Z,23.5935,126.4474,12,6.6,mww,,15,3.259,0.8,us,us7000fszl,2023-09-18T14:05:42.326Z,"177 km SE of Hirara, Japan",earthquake,6.2,1.7,0.033,90,reviewed,us,us
2021-11-09T06:25:14.907Z,11.2198,-86.5255,20,6.3,mww,,89,0.962,0.68,us,us7000fskw,2022-01-15T20:51:42.040Z,"62 km S of Masachapa, Nicaragua",earthquake,6.6,1.9,0.032,94,reviewed,us,us
2021-11-06T14:37:36.731Z,-0.0451,124.2812,34,6,mww,,20,1.805,1.11,us,us7000fs08,2022-01-15T20:51:36.040Z,"150 km ESE of Gorontalo, Indonesia",earthquake,3.1,1.8,0.06,27,reviewed,us,us
2021-11-01T17:04:16.557Z,0.2081,96.709,8,6,mww,,17,1.391,1,us,us7000fqjc,2022-01-14T17:58:50.040Z,"253 km S of Sinabang, Indonesia",earthquake,7.2,1.7,0.047,44,reviewed,us,us
2021-11-01T00:02:48.965Z,-58.0284,-25.2678,22,6,mww,,19,7.301,0.89,us,us7000fqcg,2022-01-14T17:58:48.040Z,South Sandwich Islands region,earthquake,8.5,1.7,0.039,62,reviewed,us,us
2021-10-24T05:11:34.230Z,24.5108,121.8314,69,6.2,mww,,18,0.399,0.92,us,us6000fx56,2022-01-08T17:42:13.040Z,"28 km SSE of Yilan, Taiwan",earthquake,6.3,1.9,0.048,41,reviewed,us,us
2021-10-21T08:10:43.027Z,-25.316,179.604,487,6.1,mww,,37,7.671,0.65,us,us6000fwd5,2021-12-25T22:58:55.040Z,south of the Fiji Islands,earthquake,10.7,2,0.053,34,reviewed,us,us
2021-10-18T07:26:51.639Z,-13.69,167.0396,93,6.2,mww,,63,1.754,0.65,us,us6000fvkf,2021-12-25T22:58:45.040Z,"59 km WNW of Sola, Vanuatu",earthquake,7.6,1.9,0.041,58,reviewed,us,us
2021-10-15T02:44:59.320Z,-8.8783,158.4642,33,6.4,mww,,20,1.566,0.98,us,us6000furk,2021-12-25T22:58:34.040Z,"148 km WSW of Buala, Solomon Islands",earthquake,6.5,1.8,0.048,42,reviewed,us,us
2021-10-12T09:24:05.099Z,35.1691,26.2152,20,6.4,mww,,19,0.86,0.46,us,us6000ftxu,2023-08-12T13:32:34.542Z,"4 km SW of Palekastro, Greece",earthquake,6.1,1.8,0.048,42,reviewed,us,us
2021-10-11T09:10:25.147Z,56.2954,-156.581,51.6,6.9,mww,,,,0.65,ak,ak021d1u1nos,2023-05-06T00:38:19.539Z,"112 km E of Chignik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-10-10T21:48:36.560Z,18.82033333,-155.5271667,35.06,6.21,ml,54,278,,0.12,hv,hv72748782,2023-09-26T19:12:45.512Z,"27 km SSE of Naalehu, Hawaii",earthquake,0.52,0.93,0.153984708,25,reviewed,hv,hv
2021-10-09T10:58:31.956Z,-21.1889,174.5221,535,6.9,mww,,31,4.778,0.64,us,us6000ft9g,2021-12-18T19:58:42.040Z,Vanuatu region,earthquake,9.7,1.9,0.05,38,reviewed,us,us
2021-10-04T03:54:06.823Z,-60.4157,-27.5186,10,6.2,mww,,30,7.825,0.93,us,us6000frfw,2021-12-10T21:14:06.040Z,South Sandwich Islands region,earthquake,8,1.7,0.048,41,reviewed,us,us
2021-10-02T20:43:39.504Z,-9.1778,67.2614,10,6,mww,,36,5.377,0.8,us,us6000fr5t,2021-12-10T21:14:03.040Z,Mid-Indian Ridge,earthquake,8.1,1.7,0.073,18,reviewed,us,us
2021-09-29T08:37:05.619Z,38.8893,135.4527,364,6.1,mww,,13,3.198,0.82,us,us6000fq2d,2021-12-04T14:27:57.040Z,"243 km NNW of Nanao, Japan",earthquake,7.2,1.9,0.05,38,reviewed,us,us
2021-09-27T06:17:21.478Z,35.244,25.2697,6,6,mww,,19,0.313,0.47,us,us7000fes8,2023-08-12T13:36:24.179Z,"6 km N of Thrapsanón, Greece",earthquake,5,1.8,0.043,51,reviewed,us,us
2021-09-24T11:52:28.163Z,51.0829,-179.0153,18,6.1,mww,,52,0.487,0.89,us,us7000fe1w,2023-09-09T19:53:45.441Z,"187 km WSW of Adak, Alaska",earthquake,4.2,1.8,0.044,49,reviewed,us,us
2021-09-22T09:57:07.023Z,12.1396,-87.8647,21,6.5,mww,,114,0.993,1.07,us,us7000fdds,2022-04-21T07:59:20.662Z,"80 km SW of Jiquilillo, Nicaragua",earthquake,5,1.9,0.035,80,reviewed,us,us
2021-09-21T13:14:32.025Z,-36.7771,-73.9329,18.8,6.4,mww,,110,2.14,0.7,us,us7000fd4k,2021-12-07T15:14:16.474Z,"73 km W of Talcahuano, Chile",earthquake,6.2,3,0.043,52,reviewed,us,us
2021-09-20T20:25:26.525Z,46.3926,152.4879,35,6.1,mww,,14,6.717,1.18,us,us7000fczf,2021-12-03T15:01:38.040Z,Kuril Islands,earthquake,7.5,1.8,0.037,70,reviewed,us,us
2021-09-13T05:18:14.639Z,-23.7629,-67.0129,205,6.2,mww,,29,1.341,0.53,us,us7000fap8,2021-12-21T07:47:20.105Z,"86 km NW of San Antonio de los Cobres, Argentina",earthquake,9,1.8,0.043,51,reviewed,us,us
2021-09-08T01:47:47.437Z,16.9465,-99.753,20,7,mww,,43,0.07,0.64,us,us7000f93v,2023-10-08T04:18:35.759Z,"Acapulco, Mexico",earthquake,5.2,1.2,0.04,61,reviewed,us,us
2021-09-07T09:49:56.991Z,-19.3855,-176.0683,10,6,mww,,41,5.418,0.48,us,us7000f8tc,2021-12-21T07:45:16.732Z,"185 km WNW of Pangai, Tonga",earthquake,9.1,1.8,0.068,21,reviewed,us,us
2021-08-31T02:52:50.513Z,-29.9211,-177.3798,16,6.4,mww,,31,0.808,0.64,us,us7000f60j,2021-11-06T20:28:42.040Z,"Kermadec Islands, New Zealand",earthquake,6.8,1.7,0.045,48,reviewed,us,us
2021-08-24T05:37:51.853Z,48.8647,154.9113,35,6,mww,,75,4.599,0.44,us,us7000f2ws,2021-11-02T14:54:50.040Z,"219 km SSW of Severo-Kuril’sk, Russia",earthquake,7.8,1.9,0.042,55,reviewed,us,us
2021-08-22T00:45:07.917Z,-60.1401,-24.221,7,6.6,mww,,19,8.865,0.63,us,us6000f9gd,2021-11-02T14:54:11.040Z,South Sandwich Islands region,earthquake,8.6,1.7,0.037,70,reviewed,us,us
2021-08-18T21:49:55.690Z,-59.6344,-26.3481,28,6,mww,,26,7.707,0.68,us,us6000f843,2021-10-29T14:46:29.040Z,South Sandwich Islands region,earthquake,8.7,1.8,0.049,40,reviewed,us,us
2021-08-18T10:10:05.238Z,-14.8818,167.0585,93,6.9,mww,,54,0.579,0.78,us,us6000f7vg,2022-08-08T16:32:23.059Z,"17 km N of Port-Olry, Vanuatu",earthquake,7.9,1.9,0.058,29,reviewed,us,us
2021-08-17T17:53:26.775Z,-58.0256,-25.4158,32.62,6.1,mww,,21,7.229,0.77,us,us6000f7ks,2021-10-29T14:46:25.040Z,South Sandwich Islands region,earthquake,8.4,2.6,0.048,41,reviewed,us,us
2021-08-16T11:10:36.583Z,-58.3686,-23.3552,16.7,6.9,mww,,48,8.363,0.72,us,us6000f6wt,2022-01-05T18:20:55.314Z,South Sandwich Islands region,earthquake,8.9,3.5,0.036,73,reviewed,us,us
2021-08-14T11:57:43.447Z,55.1767,-157.6441,20.74,6.9,mww,,36,1.173,0.57,us,us6000f652,2023-05-06T00:38:02.084Z,"125 km SE of Perryville, Alaska",earthquake,4.8,2.1,0.024,162,reviewed,us,us
2021-08-13T10:34:28.283Z,-60.5354,-27.2495,10,6.1,mww,,45,8.003,0.4,us,us6000f5h2,2021-10-29T14:46:06.040Z,South Sandwich Islands region,earthquake,8.9,1.9,0.061,26,reviewed,us,us
2021-08-12T19:43:45.969Z,-59.8436,-26.4514,35,6,mb,,37,15.159,1.03,us,us6000f4pg,2021-10-23T15:46:22.040Z,South Sandwich Islands region,earthquake,9.3,1.9,0.051,147,reviewed,us,us
2021-08-12T18:41:22.560Z,-60.3568,-26.7611,35,6.1,mb,,69,8.041,1.17,us,us6000f8yj,2021-10-23T15:47:00.040Z,South Sandwich Islands region,earthquake,9.8,1.9,0.07,76,reviewed,us,us
2021-08-12T18:36:59.727Z,-59.9811,-26.4306,35,6.7,mb,,76,7.903,1.23,us,us6000f8yd,2021-10-23T15:46:59.040Z,South Sandwich Islands region,earthquake,5.9,1.9,0.105,38,reviewed,us,us
2021-08-03T03:42:38.345Z,8.8809,94.0192,10,6.1,mww,,50,4.648,0.95,us,us6000f1r4,2021-12-05T13:09:07.946Z,"Nicobar Islands, India region",earthquake,7.7,1.8,0.069,20,reviewed,us,us
2021-08-02T05:01:19.974Z,-4.499,133.958,10,6,mww,,33,2.317,0.41,us,us6000f1ea,2021-10-14T01:05:23.040Z,"182 km NE of Tual, Indonesia",earthquake,6.3,1.8,0.093,11,reviewed,us,us
2021-07-30T17:10:19.554Z,-4.9149,-80.6156,34,6.2,mww,,18,3.121,0.81,us,us6000f0qr,2021-12-04T14:23:55.995Z,"7 km E of Sullana, Peru",earthquake,3.5,1.7,0.041,58,reviewed,us,us
2021-07-26T12:09:06.655Z,-0.7679,121.9083,11,6.3,mww,,18,0.905,1.29,us,us6000ez5x,2022-08-09T06:14:13.862Z,"99 km WNW of Luwuk, Indonesia",earthquake,5,1.7,0.045,47,reviewed,us,us
2021-07-24T12:51:28.422Z,-29.9271,-176.8643,10,6.1,mww,,57,10.04,0.41,us,us6000eynb,2021-10-03T05:21:40.040Z,Kermadec Islands region,earthquake,6.7,1.8,0.047,44,reviewed,us,us
2021-07-23T20:48:57.357Z,13.7047,120.7259,110,6.7,mww,,12,8.139,0.98,us,us6000eyfk,2023-12-01T22:58:11.162Z,"15 km S of Hukay, Philippines",earthquake,7.2,1.8,0.051,37,reviewed,us,us
2021-07-21T21:15:12.269Z,7.3926,-82.779,10,6.7,mww,,61,1.395,0.62,us,us6000exs5,2023-04-05T22:56:41.974Z,"71 km S of Burica, Panama",earthquake,7.7,1.8,0.038,68,reviewed,us,us
2021-07-21T14:26:00.341Z,-3.2314,146.7999,8.37,6,mww,,20,1.308,0.73,us,us6000exmx,2021-09-25T21:08:27.040Z,"142 km SSW of Lorengau, Papua New Guinea",earthquake,5.8,1.9,0.054,33,reviewed,us,us
2021-07-17T20:56:10.107Z,6.8258,-82.6774,4.07,6.1,mww,,55,1.955,0.85,us,us7000emzy,2021-09-25T21:08:00.040Z,"135 km S of Burica, Panama",earthquake,6.5,2.8,0.041,58,reviewed,us,us
2021-07-10T00:43:55.986Z,2.9494,126.4984,44.33,6.1,mww,,32,2.33,0.92,us,us6000etxj,2021-09-17T22:49:11.040Z,"215 km NW of Tobelo, Indonesia",earthquake,6.6,3.6,0.065,23,reviewed,us,us
2021-07-08T22:49:48.110Z,38.5075,-119.4998333,7.45,6,mw,42,100,0.04846,0.06,nc,nc73584926,2023-10-18T17:44:37.561Z,"Antelope Valley, CA",earthquake,0.14,0.25,,0,reviewed,nc,nc
2021-07-04T01:29:15.977Z,-28.7361,-71.4818,22,6,mww,,78,0.639,1.13,us,us7000eijt,2022-08-09T05:47:58.373Z,"72 km WSW of Vallenar, Chile",earthquake,3,1.8,0.063,24,reviewed,us,us
2021-07-02T20:14:37.663Z,-21.8116,-179.416,599.56,6.1,mww,,20,4.695,0.78,us,us7000eicj,2021-09-10T20:07:14.040Z,Fiji region,earthquake,8.7,2.9,0.066,22,reviewed,us,us
2021-06-20T17:05:50.681Z,-30.2162,-177.8449,25,6.5,mww,,24,7.994,1.1,us,us7000eeq4,2021-12-06T14:50:53.072Z,"Kermadec Islands, New Zealand",earthquake,8.9,1.5,0.045,47,reviewed,us,us
2021-06-03T10:09:58.295Z,0.3165,126.2911,26,6.2,mww,,30,1.166,1.24,us,us7000e9bi,2022-08-09T05:19:26.929Z,"132 km WSW of Ternate, Indonesia",earthquake,6,1.8,0.05,38,reviewed,us,us
2021-05-31T06:59:55.581Z,62.4492,-148.2512,44,6.1,mww,,,,0.87,ak,ak0216xu2rod,2023-05-16T22:42:37.619Z,"73 km N of Chickaloon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-05-21T22:13:18.379Z,-16.6009,-177.3725,10,6.5,mww,,44,4.518,0.96,us,us7000e579,2021-12-15T11:59:55.864Z,"265 km SSE of Alo, Wallis and Futuna",earthquake,7.3,1.4,0.061,26,reviewed,us,us
2021-05-21T13:48:37.193Z,25.7274,100.0082,9,6.1,mww,,17,4.438,0.93,us,us7000e532,2022-08-09T05:10:54.306Z,"25 km NW of Dali, China",earthquake,6.8,1.7,0.053,34,reviewed,us,us
2021-05-19T00:42:19.688Z,-33.0647,-109.3943,10,6.7,mww,,31,5.884,0.95,us,us7000e4aw,2021-07-24T21:08:06.040Z,southern East Pacific Rise,earthquake,10.5,1.7,0.083,14,reviewed,us,us
2021-05-14T06:33:07.879Z,0.1364,96.6442,11,6.7,mww,,37,1.487,0.69,us,us7000e2zt,2022-08-09T05:03:30.990Z,"260 km S of Sinabang, Indonesia",earthquake,7.7,1.8,0.048,42,reviewed,us,us
2021-05-13T23:58:14.041Z,37.7169,141.8167,32,6,mww,,43,3.112,0.93,us,us7000e2xd,2022-08-12T12:05:43.057Z,"76 km ENE of Namie, Japan",earthquake,6.8,1.9,0.048,42,reviewed,us,us
2021-05-13T09:42:12.044Z,6.7137,-82.4146,10,6.1,mww,,126,1.91,0.96,us,us7000e2rq,2022-08-09T05:02:31.887Z,"154 km SSE of Punta de Burica, Panama",earthquake,7.6,1.9,0.045,48,reviewed,us,us
2021-05-12T14:05:15.667Z,-17.3874,66.3135,10,6.7,mww,,45,10.669,0.68,us,us7000e2ec,2022-08-09T05:01:56.076Z,Mauritius - Reunion region,earthquake,8.2,1.7,0.036,75,reviewed,us,us
2021-05-12T08:45:44.539Z,13.2742,-90.2266,22,6,mww,,53,0.845,1.16,us,us7000e2c6,2022-02-16T07:33:54.327Z,"55 km SW of Acajutla, El Salvador",earthquake,3.8,1.8,0.05,39,reviewed,us,us
2021-05-07T23:35:14.938Z,-18.7443,-177.5658,384,6.1,mww,,24,4.28,0.5,us,us7000e175,2021-07-23T18:08:18.040Z,Fiji region,earthquake,3.4,1.9,0.048,42,reviewed,us,us
2021-05-07T15:21:13.760Z,-54.4135,144.2159,10,6.1,mww,,50,8.591,0.78,us,us7000e13b,2021-07-23T18:08:17.040Z,west of Macquarie Island,earthquake,6.7,1.8,0.086,13,reviewed,us,us
2021-05-01T01:27:27.215Z,38.1997,141.5973,43,6.9,mww,,35,2.619,0.82,us,us7000dz5t,2022-02-16T09:45:02.989Z,,earthquake,7.3,1.9,0.041,58,reviewed,us,us
2021-04-29T06:50:26.915Z,-29.339,-176.3205,10,6.1,mww,,190,1.408,0.65,us,us7000dygd,2021-07-07T18:37:33.040Z,Kermadec Islands region,earthquake,8.6,1.9,0.044,49,reviewed,us,us
2021-04-28T02:21:26.212Z,26.7813,92.4565,34,6,mww,,11,1.324,0.79,us,us7000dy3b,2021-12-22T03:20:52.001Z,"8 km NNW of Dhekiajuli, India",earthquake,6.6,1.7,0.066,22,reviewed,us,us
2021-04-27T08:05:31.717Z,-3.407,145.5171,10,6.1,mww,,31,2.29,1.06,us,us7000dxsy,2021-11-26T12:11:04.393Z,"176 km ENE of Angoram, Papua New Guinea",earthquake,7.3,1.8,0.063,24,reviewed,us,us
2021-04-25T22:28:02.196Z,-21.6097,-177.1526,246,6.5,mww,,20,5.931,0.9,us,us6000e4rl,2021-11-29T05:15:21.247Z,"207 km WSW of Haveluloto, Tonga",earthquake,8,1.7,0.038,68,reviewed,us,us
2021-04-24T00:23:38.164Z,-18.9036,-176.2702,301,6.5,mww,,19,10.405,0.85,us,us6000e47c,2021-12-04T14:31:51.821Z,"225 km WNW of Pangai, Tonga",earthquake,8.8,1.9,0.06,27,reviewed,us,us
2021-04-19T23:58:22.503Z,0.1831,96.5601,9,6.1,mww,,28,1.506,0.97,us,us6000e30x,2021-07-03T16:48:34.040Z,"254 km S of Sinabang, Indonesia",earthquake,6.9,1.6,0.039,64,reviewed,us,us
2021-04-10T11:38:31.524Z,-3.444,145.7329,9,6,mww,,46,2.144,0.59,us,us6000e0lk,2021-06-19T21:24:52.040Z,"196 km N of Madang, Papua New Guinea",earthquake,8,1.9,0.062,25,reviewed,us,us
2021-04-10T09:30:43.306Z,4.1322,124.6443,300,6.1,mww,,19,3.062,0.98,us,us6000e0k5,2021-06-19T21:24:51.040Z,"167 km SSW of Sarangani, Philippines",earthquake,7.2,1.9,0.036,73,reviewed,us,us
2021-04-10T07:00:15.485Z,-8.5707,112.5054,67,6,mww,,21,1.631,0.83,us,us6000e0iy,2023-03-15T13:07:43.011Z,"45 km S of Sumberpucung, Indonesia",earthquake,7.3,1.9,0.066,22,reviewed,us,us
2021-04-07T09:53:29.653Z,-29.0489,-176.6124,18,6.1,mww,,57,1.168,0.52,us,us6000dzlv,2021-06-12T21:38:03.040Z,Kermadec Islands region,earthquake,9,1.8,0.043,51,reviewed,us,us
2021-04-05T07:37:52.938Z,-37.46,179.6324,24,6.1,mww,,54,1.059,0.53,us,us6000dz3c,2021-06-12T21:37:17.040Z,"194 km NE of Gisborne, New Zealand",earthquake,7.6,1.8,0.043,53,reviewed,us,us
2021-04-03T01:16:39.455Z,-58.0139,-7.843,10,6.6,mww,,37,12.742,1.2,us,us6000dynd,2021-12-22T03:33:46.510Z,east of the South Sandwich Islands,earthquake,9.8,1.7,0.05,39,reviewed,us,us
